Time_stamp,qDelay
9.655600,0.004800
9.656400,0.005600
9.657200,0.006400
9.658000,0.007200
9.658800,0.008000
9.671600,0.000000
9.672400,0.000000
9.673200,0.000000
9.674000,0.000800
9.674800,0.001600
9.675600,0.002400
9.676400,0.003200
9.677200,0.004000
9.678000,0.004800
9.678800,0.005600
9.679600,0.006400
9.680400,0.007200
9.681200,0.008000
10.702000,0.000000
10.722800,0.000000
10.723600,0.000800
10.724400,0.001600
10.725200,0.002400
10.726000,0.003200
10.726800,0.004000
10.727600,0.004800
10.728400,0.005600
10.729200,0.006400
10.730000,0.007200
10.730800,0.008000
10.743600,0.000000
10.744400,0.000000
10.745200,0.000000
10.746000,0.000000
10.746800,0.000000
10.747600,0.000000
10.748400,0.000000
10.749200,0.000000
10.750000,0.000000
10.750800,0.000000
10.751600,0.000000
11.772400,0.000000
11.793200,0.000000
11.794000,0.000800
11.794800,0.001600
11.795600,0.002400
11.796400,0.003200
11.797200,0.004000
11.798000,0.004800
11.798800,0.005600
11.799600,0.006400
11.800400,0.007200
11.801200,0.008000
11.814000,0.000000
11.814800,0.000000
11.815600,0.000000
11.816400,0.000800
11.817200,0.001600
11.818000,0.002400
11.818800,0.003200
11.819600,0.004000
11.820400,0.004800
11.821200,0.005600
11.822000,0.006400
11.822800,0.007200
11.823600,0.008000
12.844400,0.000000
12.865200,0.000000
12.866000,0.000800
12.866800,0.001600
12.867600,0.002400
12.868400,0.003200
12.869200,0.004000
12.870000,0.004800
12.870800,0.005600
12.871600,0.006400
12.872400,0.007200
12.873200,0.008000
12.886000,0.000000
12.886800,0.000000
12.887600,0.000000
12.888400,0.000000
12.889200,0.000000
12.890000,0.000000
12.890800,0.000000
12.891600,0.000000
12.892400,0.000000
12.893200,0.000000
12.894000,0.000000
13.914800,0.000000
13.935600,0.000000
13.936400,0.000800
13.937200,0.001600
13.938000,0.002400
13.938800,0.003200
13.939600,0.004000
13.940400,0.004800
13.941200,0.005600
13.942000,0.006400
13.942800,0.007200
13.943600,0.008000
13.956400,0.000000
13.957200,0.000000
13.958000,0.000000
13.958800,0.000800
13.959600,0.001600
13.960400,0.002400
13.961200,0.003200
13.962000,0.004000
13.962800,0.004800
13.963600,0.005600
13.964400,0.006400
13.965200,0.007200
13.966000,0.008000
14.986800,0.000000
15.007600,0.000000
15.008400,0.000800
15.009200,0.001600
15.010000,0.002400
15.010800,0.003200
15.011600,0.004000
15.012400,0.004800
15.013200,0.005600
15.014000,0.006400
15.014800,0.007200
15.015600,0.008000
15.028400,0.000000
15.029200,0.000000
15.030000,0.000000
15.030800,0.000000
15.031600,0.000000
15.032400,0.000000
15.033200,0.000000
15.034000,0.000000
15.034800,0.000000
15.035600,0.000000
15.036400,0.000000
16.057200,0.000000
16.078000,0.000000
16.078800,0.000800
16.079600,0.001600
16.080400,0.002400
16.081200,0.003200
16.082000,0.004000
16.082800,0.004800
16.083600,0.005600
16.084400,0.006400
16.085200,0.007200
16.086000,0.008000
16.098800,0.000000
16.099600,0.000000
16.100400,0.000000
16.101200,0.000800
16.102000,0.001600
16.102800,0.002400
16.103600,0.003200
16.104400,0.004000
16.105200,0.004800
16.106000,0.005600
16.106800,0.006400
16.107600,0.007200
16.108400,0.008000
17.129200,0.000000
17.150000,0.000000
17.150800,0.000800
17.151600,0.001600
17.152400,0.002400
17.153200,0.003200
17.154000,0.004000
17.154800,0.004800
17.155600,0.005600
17.156400,0.006400
17.157200,0.007200
17.158000,0.008000
17.170800,0.000000
17.171600,0.000000
17.172400,0.000000
17.173200,0.000000
17.174000,0.000000
17.174800,0.000000
17.175600,0.000000
17.176400,0.000000
17.177200,0.000000
17.178000,0.000000
17.178800,0.000000
18.199600,0.000000
18.220400,0.000000
18.221200,0.000800
18.222000,0.001600
18.222800,0.002400
18.223600,0.003200
18.224400,0.004000
18.225200,0.004800
18.226000,0.005600
18.226800,0.006400
18.227600,0.007200
18.228400,0.008000
18.241200,0.000000
18.242000,0.000000
18.242800,0.000000
18.243600,0.000800
18.244400,0.001600
18.245200,0.002400
18.246000,0.003200
18.246800,0.004000
18.247600,0.004800
18.248400,0.005600
18.249200,0.006400
18.250000,0.007200
18.250800,0.008000
19.271600,0.000000
19.292400,0.000000
19.293200,0.000800
19.294000,0.001600
19.294800,0.002400
19.295600,0.003200
19.296400,0.004000
19.297200,0.004800
19.298000,0.005600
19.298800,0.006400
19.299600,0.007200
19.300400,0.008000
19.313200,0.000000
19.314000,0.000000
19.314800,0.000000
19.315600,0.000000
19.316400,0.000000
19.317200,0.000000
19.318000,0.000000
19.318800,0.000000
19.319600,0.000000
19.320400,0.000000
19.321200,0.000000
20.342000,0.000000
20.362800,0.000000
20.363600,0.000800
20.364400,0.001600
20.365200,0.002400
20.366000,0.003200
20.366800,0.004000
20.367600,0.004800
20.368400,0.005600
20.369200,0.006400
20.370000,0.007200
20.370800,0.008000
20.383600,0.000000
20.384400,0.000000
20.385200,0.000000
20.386000,0.000800
20.386800,0.001600
20.387600,0.002400
20.388400,0.003200
20.389200,0.004000
20.390000,0.004800
20.390800,0.005600
20.391600,0.006400
20.392400,0.007200
20.393200,0.008000
21.414000,0.000000
21.434800,0.000000
21.435600,0.000800
21.436400,0.001600
21.437200,0.002400
21.438000,0.003200
21.438800,0.004000
21.439600,0.004800
21.440400,0.005600
21.441200,0.006400
21.442000,0.007200
21.442800,0.008000
21.455600,0.000000
21.456400,0.000000
21.457200,0.000000
21.458000,0.000000
21.458800,0.000000
21.459600,0.000000
21.460400,0.000000
21.461200,0.000000
21.462000,0.000000
21.462800,0.000000
21.463600,0.000000
22.484400,0.000000
22.505200,0.000000
22.506000,0.000800
22.506800,0.001600
22.507600,0.002400
22.508400,0.003200
22.509200,0.004000
22.510000,0.004800
22.510800,0.005600
22.511600,0.006400
22.512400,0.007200
22.513200,0.008000
22.526000,0.000000
22.526800,0.000000
22.527600,0.000000
22.528400,0.000800
22.529200,0.001600
22.530000,0.002400
22.530800,0.003200
22.531600,0.004000
22.532400,0.004800
22.533200,0.005600
22.534000,0.006400
22.534800,0.007200
22.535600,0.008000
23.556400,0.000000
23.577200,0.000000
23.578000,0.000800
23.578800,0.001600
23.579600,0.002400
23.580400,0.003200
23.581200,0.004000
23.582000,0.004800
23.582800,0.005600
23.583600,0.006400
23.584400,0.007200
23.585200,0.008000
23.598000,0.000000
23.598800,0.000000
23.599600,0.000000
23.600400,0.000000
23.601200,0.000000
23.602000,0.000000
23.602800,0.000000
23.603600,0.000000
23.604400,0.000000
23.605200,0.000000
23.606000,0.000000
24.626800,0.000000
24.647600,0.000000
24.648400,0.000800
24.649200,0.001600
24.650000,0.002400
24.650800,0.003200
24.651600,0.004000
24.652400,0.004800
24.653200,0.005600
24.654000,0.006400
24.654800,0.007200
24.655600,0.008000
24.668400,0.000000
24.669200,0.000000
24.670000,0.000000
24.670800,0.000800
24.671600,0.001600
24.672400,0.002400
24.673200,0.003200
24.674000,0.004000
24.674800,0.004800
24.675600,0.005600
24.676400,0.006400
24.677200,0.007200
24.678000,0.008000
25.698800,0.000000
25.719600,0.000000
25.720400,0.000800
25.721200,0.001600
25.722000,0.002400
25.722800,0.003200
25.723600,0.004000
25.724400,0.004800
25.725200,0.005600
25.726000,0.006400
25.726800,0.007200
25.727600,0.008000
25.740400,0.000000
25.741200,0.000000
25.742000,0.000000
25.742800,0.000000
25.743600,0.000000
25.744400,0.000000
25.745200,0.000000
25.746000,0.000000
25.746800,0.000000
25.747600,0.000000
25.748400,0.000000
26.769200,0.000000
26.790000,0.000000
26.790800,0.000800
26.791600,0.001600
26.792400,0.002400
26.793200,0.003200
26.794000,0.004000
26.794800,0.004800
26.795600,0.005600
26.796400,0.006400
26.797200,0.007200
26.798000,0.008000
26.810800,0.000000
26.811600,0.000000
26.812400,0.000000
26.813200,0.000800
26.814000,0.001600
26.814800,0.002400
26.815600,0.003200
26.816016,0.004000
27.836816,0.000000
