Time_stamp,qDelay
0.010800,0.000000
0.011600,0.000800
0.012400,0.001600
0.013200,0.002400
0.014000,0.003200
0.031600,0.000000
0.032400,0.000000
0.033200,0.000000
0.034000,0.000000
0.034800,0.000000
0.052400,0.000000
0.053200,0.000000
0.054000,0.000000
0.054800,0.000000
0.055600,0.000000
0.073200,0.000000
0.074000,0.000000
0.074800,0.000000
0.075600,0.000000
0.076400,0.000000
0.094000,0.000000
0.094800,0.000000
0.095600,0.000000
0.096400,0.000000
0.097200,0.000000
0.114800,0.000000
0.115600,0.000000
0.116400,0.000000
0.117200,0.000000
0.118000,0.000000
0.135600,0.000000
0.136400,0.000000
0.137200,0.000000
0.138000,0.000000
0.138800,0.000000
0.156400,0.000000
0.157200,0.000000
0.158000,0.000000
0.158800,0.000000
0.159600,0.000000
0.177200,0.000000
0.178000,0.000000
0.178800,0.000000
0.179600,0.000000
0.180400,0.000000
0.198000,0.000000
0.198800,0.000000
0.199600,0.000000
0.200400,0.000000
0.201200,0.000000
0.218800,0.000000
0.219600,0.000000
0.220400,0.000000
0.221200,0.000000
0.222000,0.000000
0.239600,0.000000
0.240400,0.000000
0.241200,0.000000
0.242000,0.000000
0.242800,0.000000
0.260400,0.000000
0.261200,0.000000
0.262000,0.000000
0.262800,0.000000
0.263600,0.000000
0.281200,0.000000
0.282000,0.000000
0.282800,0.000000
0.283600,0.000000
0.284400,0.000000
0.302000,0.000000
0.302800,0.000000
0.303600,0.000000
0.304400,0.000000
0.305200,0.000000
0.322800,0.000000
0.323600,0.000000
0.324400,0.000000
0.325200,0.000000
0.326000,0.000000
0.343600,0.000000
0.344400,0.000000
0.345200,0.000000
0.346000,0.000000
0.346800,0.000000
0.364400,0.000000
0.365200,0.000000
0.366000,0.000000
0.366800,0.000000
0.367600,0.000000
0.385200,0.000000
0.386000,0.000000
0.386800,0.000000
0.387600,0.000000
0.388400,0.000000
0.406000,0.000000
0.406800,0.000000
0.407600,0.000000
0.408400,0.000000
0.409200,0.000000
0.426800,0.000000
0.427600,0.000000
0.428400,0.000000
0.429200,0.000000
0.430000,0.000000
0.447600,0.000000
0.448400,0.000000
0.449200,0.000000
0.450000,0.000000
0.450800,0.000000
0.468400,0.000000
0.469200,0.000000
0.470000,0.000000
0.470800,0.000000
0.471600,0.000000
0.489200,0.000000
0.490000,0.000000
0.490800,0.000000
0.491600,0.000000
0.492400,0.000000
0.510000,0.000000
0.510800,0.000000
0.511600,0.000000
0.512400,0.000000
0.513200,0.000000
0.530800,0.000000
0.531600,0.000000
0.532400,0.000000
0.533200,0.000000
0.534000,0.000000
0.551600,0.000000
0.552400,0.000000
0.553200,0.000000
0.554000,0.000000
0.554800,0.000000
0.572400,0.000000
0.573200,0.000000
0.574000,0.000000
0.574800,0.000000
0.575600,0.000000
0.593200,0.000000
0.594000,0.000000
0.594800,0.000000
0.595600,0.000000
0.596400,0.000000
0.614000,0.000000
0.614800,0.000000
0.615600,0.000000
0.616400,0.000000
0.617200,0.000000
0.634800,0.000000
0.635600,0.000000
0.636400,0.000000
0.637200,0.000000
0.638000,0.000000
0.655600,0.000000
0.656400,0.000000
0.657200,0.000000
0.658000,0.000000
0.658800,0.000000
0.676400,0.000000
0.677200,0.000000
0.678000,0.000000
0.678800,0.000000
0.679600,0.000000
0.697200,0.000000
0.698000,0.000000
0.698800,0.000000
0.699600,0.000000
0.700400,0.000000
0.718000,0.000000
0.718800,0.000000
0.719600,0.000000
0.720400,0.000000
0.721200,0.000000
0.738800,0.000000
0.739600,0.000000
0.740400,0.000000
0.741200,0.000000
0.742000,0.000000
0.759600,0.000000
0.760400,0.000000
0.761200,0.000000
0.762000,0.000000
0.762800,0.000000
0.780400,0.000000
0.781200,0.000000
0.782000,0.000000
0.782800,0.000000
0.783600,0.000000
0.801200,0.000000
0.802000,0.000000
0.802800,0.000000
0.803600,0.000000
0.804400,0.000000
0.822000,0.000000
0.822800,0.000000
0.823600,0.000000
0.824400,0.000000
0.825200,0.000000
0.842800,0.000000
0.843600,0.000000
0.844400,0.000000
0.845200,0.000000
0.846000,0.000000
0.863600,0.000000
0.864400,0.000000
0.865200,0.000000
0.866000,0.000000
0.866800,0.000000
0.884400,0.000000
0.885200,0.000000
0.886000,0.000000
0.886800,0.000000
0.887600,0.000000
0.905200,0.000000
0.906000,0.000000
0.906800,0.000000
0.907600,0.000000
0.908400,0.000000
0.926000,0.000000
