Time_stamp,qDelay
0.010800,0.000000
0.011600,0.000800
0.012400,0.001600
0.013200,0.002400
0.014000,0.003200
0.014800,0.004000
0.015600,0.004800
0.016400,0.005600
0.017200,0.006400
0.018000,0.007200
0.031600,0.000000
0.032400,0.000000
0.033200,0.000000
0.034000,0.000000
0.034800,0.000000
0.035600,0.000000
0.036400,0.000000
0.037200,0.000000
0.038000,0.000000
0.038800,0.000000
0.052400,0.000000
0.053200,0.000000
0.054000,0.000000
0.054800,0.000000
0.055600,0.000000
0.056400,0.000000
0.057200,0.000000
0.058000,0.000000
0.058800,0.000000
0.059600,0.000000
0.073200,0.000000
0.074000,0.000000
0.074800,0.000000
0.075600,0.000000
0.076400,0.000000
0.077200,0.000000
0.078000,0.000000
0.078800,0.000000
0.079600,0.000000
0.080400,0.000000
0.094000,0.000000
0.094800,0.000000
0.095600,0.000000
0.096400,0.000000
0.097200,0.000000
0.098000,0.000000
0.098800,0.000000
0.099600,0.000000
0.100400,0.000000
0.101200,0.000000
0.114800,0.000000
0.115600,0.000000
0.116400,0.000000
0.117200,0.000000
0.118000,0.000000
0.118800,0.000000
0.119600,0.000000
0.120400,0.000000
0.121200,0.000000
0.122000,0.000000
0.135600,0.000000
0.136400,0.000000
0.137200,0.000000
0.138000,0.000000
0.138800,0.000000
0.139600,0.000000
0.140400,0.000000
0.141200,0.000000
0.142000,0.000000
0.142800,0.000000
0.156400,0.000000
0.157200,0.000000
0.158000,0.000000
0.158800,0.000000
0.159600,0.000000
0.160400,0.000000
0.161200,0.000000
0.162000,0.000000
0.162800,0.000000
0.163600,0.000000
0.177200,0.000000
0.178000,0.000000
0.178800,0.000000
0.179600,0.000000
0.180400,0.000000
0.181200,0.000000
0.182000,0.000000
0.182800,0.000000
0.183600,0.000000
0.184400,0.000000
0.198000,0.000000
0.198800,0.000000
0.199600,0.000000
0.200400,0.000000
0.201200,0.000000
0.202000,0.000000
0.202800,0.000000
0.203600,0.000000
0.204400,0.000000
0.205200,0.000000
0.218800,0.000000
0.219600,0.000000
0.220400,0.000000
0.221200,0.000000
0.222000,0.000000
0.222800,0.000000
0.223600,0.000000
0.224400,0.000000
0.225200,0.000000
0.226000,0.000000
0.239600,0.000000
0.240400,0.000000
0.241200,0.000000
0.242000,0.000000
0.242800,0.000000
0.243600,0.000000
0.244400,0.000000
0.245200,0.000000
0.246000,0.000000
0.246800,0.000000
0.260400,0.000000
0.261200,0.000000
0.262000,0.000000
0.262800,0.000000
0.263600,0.000000
0.264400,0.000000
0.265200,0.000000
0.266000,0.000000
0.266800,0.000000
0.267600,0.000000
0.281200,0.000000
0.282000,0.000000
0.282800,0.000000
0.283600,0.000000
0.284400,0.000000
0.285200,0.000000
0.286000,0.000000
0.286800,0.000000
0.287600,0.000000
0.288400,0.000000
0.302000,0.000000
0.302800,0.000000
0.303600,0.000000
0.304400,0.000000
0.305200,0.000000
0.306000,0.000000
0.306800,0.000000
0.307600,0.000000
0.308400,0.000000
0.309200,0.000000
0.322800,0.000000
0.323600,0.000000
0.324400,0.000000
0.325200,0.000000
0.326000,0.000000
0.326800,0.000000
0.327600,0.000000
0.328400,0.000000
0.329200,0.000000
0.330000,0.000000
0.343600,0.000000
0.344400,0.000000
0.345200,0.000000
0.346000,0.000000
0.346800,0.000000
0.347600,0.000000
0.348400,0.000000
0.349200,0.000000
0.350000,0.000000
0.350800,0.000000
0.364400,0.000000
0.365200,0.000000
0.366000,0.000000
0.366800,0.000000
0.367600,0.000000
0.368400,0.000000
0.369200,0.000000
0.370000,0.000000
0.370800,0.000000
0.371600,0.000000
0.385200,0.000000
0.386000,0.000000
0.386800,0.000000
0.387600,0.000000
0.388400,0.000000
0.389200,0.000000
0.390000,0.000000
0.390800,0.000000
0.391600,0.000000
0.392400,0.000000
0.406000,0.000000
0.406800,0.000000
0.407600,0.000000
0.408400,0.000000
0.409200,0.000000
0.410000,0.000000
0.410800,0.000000
0.411600,0.000000
0.412400,0.000000
0.413200,0.000000
0.426800,0.000000
0.427600,0.000000
0.428400,0.000000
0.429200,0.000000
0.430000,0.000000
0.430800,0.000000
0.431600,0.000000
0.432400,0.000000
0.433200,0.000000
0.434000,0.000000
0.447600,0.000000
0.448400,0.000000
0.449200,0.000000
0.450000,0.000000
0.450800,0.000000
0.451600,0.000000
0.452400,0.000000
0.453200,0.000000
0.454000,0.000000
0.454800,0.000000
0.468400,0.000000
