Time_stamp,qDelay
0.010800,0.000000
0.011600,0.000800
0.031600,0.000000
0.032400,0.000000
0.052400,0.000000
0.053200,0.000000
0.073200,0.000000
0.074000,0.000000
0.094000,0.000000
0.094800,0.000000
0.114800,0.000000
0.115600,0.000000
0.135600,0.000000
0.136400,0.000000
0.156400,0.000000
0.157200,0.000000
0.177200,0.000000
0.178000,0.000000
0.198000,0.000000
0.198800,0.000000
0.218800,0.000000
0.219600,0.000000
0.239600,0.000000
0.240400,0.000000
0.260400,0.000000
0.261200,0.000000
0.281200,0.000000
0.282000,0.000000
0.302000,0.000000
0.302800,0.000000
0.322800,0.000000
0.323600,0.000000
0.343600,0.000000
0.344400,0.000000
0.364400,0.000000
0.365200,0.000000
0.385200,0.000000
0.386000,0.000000
0.406000,0.000000
0.406800,0.000000
0.426800,0.000000
0.427600,0.000000
0.447600,0.000000
0.448400,0.000000
0.468400,0.000000
0.469200,0.000000
0.489200,0.000000
0.490000,0.000000
0.510000,0.000000
0.510800,0.000000
0.530800,0.000000
0.531600,0.000000
0.551600,0.000000
0.552400,0.000000
0.572400,0.000000
0.573200,0.000000
0.593200,0.000000
0.594000,0.000000
0.614000,0.000000
0.614800,0.000000
0.634800,0.000000
0.635600,0.000000
0.655600,0.000000
0.656400,0.000000
0.676400,0.000000
0.677200,0.000000
0.697200,0.000000
0.698000,0.000000
0.718000,0.000000
0.718800,0.000000
0.738800,0.000000
0.739600,0.000000
0.759600,0.000000
0.760400,0.000000
0.780400,0.000000
0.781200,0.000000
0.801200,0.000000
0.802000,0.000000
0.822000,0.000000
0.822800,0.000000
0.842800,0.000000
0.843600,0.000000
0.863600,0.000000
0.864400,0.000000
0.884400,0.000000
0.885200,0.000000
0.905200,0.000000
0.906000,0.000000
0.926000,0.000000
0.926800,0.000000
0.946800,0.000000
0.947600,0.000000
0.967600,0.000000
0.968400,0.000000
0.988400,0.000000
0.989200,0.000000
1.009200,0.000000
1.010000,0.000000
1.030000,0.000000
1.030800,0.000000
1.050800,0.000000
1.051600,0.000000
1.071600,0.000000
1.072400,0.000000
1.092400,0.000000
1.093200,0.000000
1.113200,0.000000
1.114000,0.000000
1.134000,0.000000
1.134800,0.000000
1.154800,0.000000
1.155600,0.000000
1.175600,0.000000
1.176400,0.000000
1.196400,0.000000
1.197200,0.000000
1.217200,0.000000
1.218000,0.000000
1.238000,0.000000
1.238800,0.000000
1.258800,0.000000
1.259600,0.000000
1.279600,0.000000
1.280400,0.000000
1.300400,0.000000
1.301200,0.000000
1.321200,0.000000
1.322000,0.000000
1.342000,0.000000
1.342800,0.000000
1.362800,0.000000
1.363600,0.000000
1.383600,0.000000
1.384400,0.000000
1.404400,0.000000
1.405200,0.000000
1.425200,0.000000
1.426000,0.000000
1.446000,0.000000
1.446800,0.000000
1.466800,0.000000
1.467600,0.000000
1.487600,0.000000
1.488400,0.000000
1.508400,0.000000
1.509200,0.000000
1.529200,0.000000
1.530000,0.000000
1.550000,0.000000
1.550800,0.000000
1.570800,0.000000
1.571600,0.000000
1.591600,0.000000
1.592400,0.000000
1.612400,0.000000
1.613200,0.000000
1.633200,0.000000
1.634000,0.000000
1.654000,0.000000
1.654800,0.000000
1.674800,0.000000
1.675600,0.000000
1.695600,0.000000
1.696400,0.000000
1.716400,0.000000
1.717200,0.000000
1.737200,0.000000
1.738000,0.000000
1.758000,0.000000
1.758800,0.000000
1.778800,0.000000
1.779600,0.000000
1.799600,0.000000
1.800400,0.000000
1.820400,0.000000
1.821200,0.000000
1.841200,0.000000
1.842000,0.000000
1.862000,0.000000
1.862800,0.000000
1.882800,0.000000
1.883600,0.000000
1.903600,0.000000
1.904400,0.000000
1.924400,0.000000
1.925200,0.000000
1.945200,0.000000
1.946000,0.000000
1.966000,0.000000
1.966800,0.000000
1.986800,0.000000
1.987600,0.000000
2.007600,0.000000
2.008400,0.000000
2.028400,0.000000
2.029200,0.000000
2.049200,0.000000
2.050000,0.000000
2.070000,0.000000
2.070800,0.000000
2.090800,0.000000
2.091600,0.000000
2.111600,0.000000
2.112400,0.000000
2.132400,0.000000
2.133200,0.000000
2.153200,0.000000
2.154000,0.000000
2.174000,0.000000
2.174800,0.000000
2.194800,0.000000
2.195600,0.000000
2.215600,0.000000
2.216400,0.000000
2.236400,0.000000
2.237200,0.000000
2.257200,0.000000
2.258000,0.000000
2.278000,0.000000
2.278800,0.000000
2.298800,0.000000
