Time,Queue Size,Event
4.284799999999996,10,drop
4.284799999999996,10,drop
4.284799999999996,10,drop
4.285599999999996,9,size
4.286399999999996,8,size
4.287199999999996,7,size
4.287999999999996,6,size
4.288799999999996,5,size
4.289599999999996,4,size
4.2903999999999956,3,size
4.2911999999999955,2,size
4.291999999999995,1,size
4.292799999999995,0,size
5.355199999999994,1,size
5.355199999999994,2,size
5.355199999999994,3,size
5.355199999999994,4,size
5.355199999999994,5,size
5.355199999999994,6,size
5.355199999999994,7,size
5.355199999999994,8,size
5.355199999999994,9,size
5.355199999999994,10,size
5.355199999999994,10,drop
5.355199999999994,10,drop
5.355199999999994,10,drop
5.355199999999994,10,drop
5.355999999999994,9,size
5.356799999999994,8,size
5.3575999999999935,7,size
5.358399999999993,6,size
5.359199999999993,5,size
5.359999999999993,4,size
5.360799999999993,3,size
5.361599999999993,2,size
5.362399999999993,1,size
5.363199999999993,0,size
5.377599999999993,1,size
5.377599999999993,2,size
5.377599999999993,3,size
5.377599999999993,4,size
5.377599999999993,5,size
5.377599999999993,6,size
5.377599999999993,7,size
5.377599999999993,8,size
5.377599999999993,9,size
5.377599999999993,10,size
5.377599999999993,10,drop
5.378399999999993,9,size
5.379199999999993,8,size
5.379999999999993,7,size
5.380799999999993,6,size
5.381599999999993,5,size
5.3823999999999925,4,size
5.383199999999992,3,size
5.383999999999992,2,size
5.384799999999992,1,size
5.385599999999992,0,size
6.427199999999991,1,size
6.427199999999991,2,size
6.427199999999991,3,size
6.427199999999991,4,size
6.427199999999991,5,size
6.427199999999991,6,size
6.427199999999991,7,size
6.427199999999991,8,size
6.427199999999991,9,size
6.427199999999991,10,size
6.427199999999991,10,drop
6.427199999999991,10,drop
6.427199999999991,10,drop
6.427199999999991,10,drop
6.427999999999991,9,size
6.428799999999991,8,size
6.429599999999991,7,size
6.430399999999991,6,size
6.431199999999991,5,size
6.431999999999991,4,size
6.4327999999999905,3,size
6.43359999999999,2,size
6.43439999999999,1,size
6.43519999999999,0,size
7.497599999999989,1,size
7.497599999999989,2,size
7.497599999999989,3,size
7.497599999999989,4,size
7.497599999999989,5,size
7.497599999999989,6,size
7.497599999999989,7,size
7.497599999999989,8,size
7.497599999999989,9,size
7.497599999999989,10,size
7.497599999999989,10,drop
7.497599999999989,10,drop
7.497599999999989,10,drop
7.497599999999989,10,drop
7.498399999999989,9,size
7.4991999999999885,8,size
7.4999999999999885,7,size
7.500799999999988,6,size
7.501599999999988,5,size
7.502399999999988,4,size
7.503199999999988,3,size
7.503999999999988,2,size
7.504799999999988,1,size
7.505599999999988,0,size
7.519999999999988,1,size
7.519999999999988,2,size
7.519999999999988,3,size
7.519999999999988,4,size
7.519999999999988,5,size
7.519999999999988,6,size
7.519999999999988,7,size
7.519999999999988,8,size
7.519999999999988,9,size
7.519999999999988,10,size
7.519999999999988,10,drop
7.520799999999988,9,size
7.521599999999988,8,size
7.522399999999988,7,size
7.523199999999988,6,size
7.523999999999988,5,size
7.5247999999999875,4,size
7.525599999999987,3,size
7.526399999999987,2,size
7.527199999999987,1,size
7.527999999999987,0,size
8.569599999999985,1,size
8.569599999999985,2,size
8.569599999999985,3,size
8.569599999999985,4,size
8.569599999999985,5,size
8.569599999999985,6,size
8.569599999999985,7,size
8.569599999999985,8,size
8.569599999999985,9,size
8.569599999999985,10,size
8.569599999999985,10,drop
8.569599999999985,10,drop
8.569599999999985,10,drop
8.569599999999985,10,drop
8.570399999999985,9,size
8.571199999999985,8,size
8.571999999999985,7,size
8.572799999999985,6,size
8.573599999999985,5,size
8.574399999999985,4,size
8.575199999999985,3,size
8.575999999999985,2,size
8.576799999999984,1,size
8.577599999999984,0,size
9.639999999999983,1,size
9.639999999999983,2,size
9.639999999999983,3,size
9.639999999999983,4,size
9.639999999999983,5,size
9.639999999999983,6,size
9.639999999999983,7,size
9.639999999999983,8,size
9.639999999999983,9,size
9.639999999999983,10,size
9.639999999999983,10,drop
9.639999999999983,10,drop
9.639999999999983,10,drop
9.639999999999983,10,drop
9.640799999999983,9,size
9.641599999999983,8,size
9.642399999999983,7,size
9.643199999999982,6,size
9.643999999999982,5,size
9.644799999999982,4,size
9.645599999999982,3,size
9.646399999999982,2,size
9.647199999999982,1,size
9.647999999999982,0,size
9.662399999999982,1,size
9.662399999999982,2,size
9.662399999999982,3,size
9.662399999999982,4,size
9.662399999999982,5,size
9.662399999999982,6,size
9.662399999999982,7,size
9.662399999999982,8,size
9.662399999999982,9,size
9.662399999999982,10,size
9.662399999999982,10,drop
9.663199999999982,9,size
9.663999999999982,8,size
9.664799999999982,7,size
9.665599999999982,6,size
9.666399999999982,5,size
9.667199999999982,4,size
9.667999999999981,3,size
9.668799999999981,2,size
9.669599999999981,1,size
9.670399999999981,0,size
10.71199999999998,1,size
10.71199999999998,2,size
10.71199999999998,3,size
10.71199999999998,4,size
10.71199999999998,5,size
10.71199999999998,6,size
10.71199999999998,7,size
10.71199999999998,8,size
10.71199999999998,9,size
10.71199999999998,10,size
10.71199999999998,10,drop
10.71199999999998,10,drop
10.71199999999998,10,drop
10.71199999999998,10,drop
10.71279999999998,9,size
10.71359999999998,8,size
10.71439999999998,7,size
10.71519999999998,6,size
10.71599999999998,5,size
10.71679999999998,4,size
10.71759999999998,3,size
10.71839999999998,2,size
10.71919999999998,1,size
10.71999999999998,0,size
11.782399999999978,1,size
11.782399999999978,2,size
11.782399999999978,3,size
11.782399999999978,4,size
11.782399999999978,5,size
11.782399999999978,6,size
11.782399999999978,7,size
11.782399999999978,8,size
11.782399999999978,9,size
11.782399999999978,10,size
11.782399999999978,10,drop
11.782399999999978,10,drop
11.782399999999978,10,drop
11.782399999999978,10,drop
11.783199999999978,9,size
11.783999999999978,8,size
11.784799999999978,7,size
11.785599999999977,6,size
11.786399999999977,5,size
11.787199999999977,4,size
11.787999999999977,3,size
11.788799999999977,2,size
11.789599999999977,1,size
11.790399999999977,0,size
11.804799999999977,1,size
11.804799999999977,2,size
11.804799999999977,3,size
11.804799999999977,4,size
11.804799999999977,5,size
11.804799999999977,6,size
11.804799999999977,7,size
11.804799999999977,8,size
11.804799999999977,9,size
11.804799999999977,10,size
11.804799999999977,10,drop
11.805599999999977,9,size
11.806399999999977,8,size
11.807199999999977,7,size
11.807999999999977,6,size
11.808799999999977,5,size
11.809599999999977,4,size
11.810399999999976,3,size
11.811199999999976,2,size
11.811999999999976,1,size
11.812799999999976,0,size
12.854399999999975,1,size
12.854399999999975,2,size
12.854399999999975,3,size
12.854399999999975,4,size
12.854399999999975,5,size
12.854399999999975,6,size
12.854399999999975,7,size
12.854399999999975,8,size
12.854399999999975,9,size
12.854399999999975,10,size
12.854399999999975,10,drop
12.854399999999975,10,drop
12.854399999999975,10,drop
12.854399999999975,10,drop
12.855199999999975,9,size
12.855999999999975,8,size
12.856799999999975,7,size
12.857599999999975,6,size
12.858399999999975,5,size
12.859199999999975,4,size
12.859999999999975,3,size
12.860799999999974,2,size
12.861599999999974,1,size
12.862399999999974,0,size
13.924799999999973,1,size
13.924799999999973,2,size
13.924799999999973,3,size
13.924799999999973,4,size
13.924799999999973,5,size
13.924799999999973,6,size
13.924799999999973,7,size
13.924799999999973,8,size
13.924799999999973,9,size
13.924799999999973,10,size
13.924799999999973,10,drop
13.924799999999973,10,drop
13.924799999999973,10,drop
13.924799999999973,10,drop
13.925599999999973,9,size
13.926399999999973,8,size
13.927199999999972,7,size
13.927999999999972,6,size
13.928799999999972,5,size
13.929599999999972,4,size
13.930399999999972,3,size
13.931199999999972,2,size
13.931999999999972,1,size
13.932799999999972,0,size
13.947199999999972,1,size
13.947199999999972,2,size
13.947199999999972,3,size
13.947199999999972,4,size
13.947199999999972,5,size
13.947199999999972,6,size
13.947199999999972,7,size
13.947199999999972,8,size
13.947199999999972,9,size
13.947199999999972,10,size
13.947199999999972,10,drop
13.947999999999972,9,size
13.948799999999972,8,size
13.949599999999972,7,size
13.950399999999972,6,size
13.951199999999972,5,size
13.951999999999972,4,size
13.952799999999971,3,size
13.953599999999971,2,size
13.954399999999971,1,size
13.955199999999971,0,size
14.99679999999997,1,size
14.99679999999997,2,size
14.99679999999997,3,size
14.99679999999997,4,size
14.99679999999997,5,size
14.99679999999997,6,size
14.99679999999997,7,size
14.99679999999997,8,size
14.99679999999997,9,size
14.99679999999997,10,size
14.99679999999997,10,drop
14.99679999999997,10,drop
14.99679999999997,10,drop
14.99679999999997,10,drop
14.99759999999997,9,size
14.99839999999997,8,size
14.99919999999997,7,size
14.99999999999997,6,size
15.00079999999997,5,size
15.00159999999997,4,size
15.00239999999997,3,size
15.00319999999997,2,size
15.00399999999997,1,size
15.00479999999997,0,size
16.06719999999997,1,size
16.06719999999997,2,size
16.06719999999997,3,size
16.06719999999997,4,size
16.06719999999997,5,size
16.06719999999997,6,size
16.06719999999997,7,size
16.06719999999997,8,size
16.06719999999997,9,size
16.06719999999997,10,size
16.06719999999997,10,drop
16.06719999999997,10,drop
16.06719999999997,10,drop
16.06719999999997,10,drop
16.067999999999973,9,size
16.068799999999975,8,size
16.069599999999976,7,size
16.070399999999978,6,size
16.07119999999998,5,size
16.07199999999998,4,size
16.072799999999983,3,size
16.073599999999985,2,size
16.074399999999986,1,size
16.075199999999988,0,size
16.089599999999976,1,size
16.089599999999976,2,size
16.089599999999976,3,size
16.089599999999976,4,size
16.089599999999976,5,size
16.089599999999976,6,size
16.089599999999976,7,size
16.089599999999976,8,size
16.089599999999976,9,size
16.089599999999976,10,size
16.089599999999976,10,drop
16.090399999999978,9,size
16.09119999999998,8,size
16.09199999999998,7,size
16.092799999999983,6,size
16.093599999999984,5,size
16.094399999999986,4,size
16.095199999999988,3,size
16.09599999999999,2,size
16.09679999999999,1,size
16.097599999999993,0,size
17.139199999999995,1,size
17.139199999999995,2,size
17.139199999999995,3,size
17.139199999999995,4,size
17.139199999999995,5,size
17.139199999999995,6,size
17.139199999999995,7,size
17.139199999999995,8,size
17.139199999999995,9,size
17.139199999999995,10,size
17.139199999999995,10,drop
17.139199999999995,10,drop
17.139199999999995,10,drop
17.139199999999995,10,drop
17.139999999999997,9,size
17.1408,8,size
17.1416,7,size
17.142400000000002,6,size
17.143200000000004,5,size
17.144000000000005,4,size
17.144800000000007,3,size
17.14560000000001,2,size
17.14640000000001,1,size
17.147200000000012,0,size
18.209600000000016,1,size
18.209600000000016,2,size
18.209600000000016,3,size
18.209600000000016,4,size
18.209600000000016,5,size
18.209600000000016,6,size
18.209600000000016,7,size
18.209600000000016,8,size
18.209600000000016,9,size
18.209600000000016,10,size
18.209600000000016,10,drop
18.209600000000016,10,drop
18.209600000000016,10,drop
18.209600000000016,10,drop
18.210400000000018,9,size
18.21120000000002,8,size
18.21200000000002,7,size
18.212800000000023,6,size
18.213600000000024,5,size
18.214400000000026,4,size
18.215200000000028,3,size
18.21600000000003,2,size
18.21680000000003,1,size
18.217600000000033,0,size
18.23200000000002,1,size
18.23200000000002,2,size
18.23200000000002,3,size
18.23200000000002,4,size
18.23200000000002,5,size
18.23200000000002,6,size
18.23200000000002,7,size
18.23200000000002,8,size
18.23200000000002,9,size
18.23200000000002,10,size
18.23200000000002,10,drop
18.232800000000022,9,size
18.233600000000024,8,size
18.234400000000026,7,size
18.235200000000027,6,size
18.23600000000003,5,size
18.23680000000003,4,size
18.237600000000032,3,size
18.238400000000034,2,size
18.239200000000036,1,size
18.240000000000038,0,size
19.28160000000004,1,size
19.28160000000004,2,size
