Time,Sequence Number,Event
1.9200000000000008,60001,send
1.9200000000000008,60001,transmit
1.9280000000000008,51001,ack
1.9280000000000008,61001,send
1.9280000000000008,61001,transmit
1.9360000000000008,52001,ack
1.9360000000000008,62001,send
1.9360000000000008,63001,send
1.9360000000000008,62001,transmit
1.9440000000000008,53001,ack
1.9440000000000008,64001,send
1.9440000000000008,63001,transmit
1.9520000000000008,54001,ack
1.9520000000000008,65001,send
1.9520000000000008,64001,transmit
1.9600000000000009,55001,ack
1.9600000000000009,66001,send
1.9600000000000009,65001,transmit
1.9680000000000009,56001,ack
1.9680000000000009,67001,send
1.9680000000000009,66001,transmit
1.9760000000000009,67001,transmit
2.096000000000001,57001,ack
2.096000000000001,68001,send
2.096000000000001,68001,transmit
2.104000000000001,58001,ack
2.104000000000001,69001,send
2.104000000000001,69001,transmit
2.112000000000001,59001,ack
2.112000000000001,70001,send
2.112000000000001,70001,transmit
2.120000000000001,60001,ack
2.120000000000001,71001,send
2.120000000000001,71001,transmit
2.128000000000001,61001,ack
2.128000000000001,72001,send
2.128000000000001,72001,transmit
2.136000000000001,62001,ack
2.136000000000001,73001,send
2.136000000000001,73001,transmit
2.144000000000001,63001,ack
2.144000000000001,74001,send
2.144000000000001,74001,transmit
2.152000000000001,64001,ack
2.152000000000001,75001,send
2.152000000000001,76001,send
2.152000000000001,75001,transmit
2.160000000000001,65001,ack
2.160000000000001,77001,send
2.160000000000001,76001,transmit
2.168000000000001,66001,ack
2.168000000000001,78001,send
2.168000000000001,77001,transmit
2.176000000000001,67001,ack
2.176000000000001,79001,send
2.176000000000001,78001,transmit
2.184000000000001,68001,ack
2.184000000000001,80001,send
2.184000000000001,79001,transmit
2.192000000000001,80001,transmit
2.304000000000001,69001,ack
2.304000000000001,81001,send
2.304000000000001,81001,transmit
2.312000000000001,70001,ack
2.312000000000001,82001,send
2.312000000000001,82001,transmit
2.320000000000001,71001,ack
2.320000000000001,83001,send
2.320000000000001,83001,transmit
2.328000000000001,72001,ack
2.328000000000001,84001,send
2.328000000000001,84001,transmit
2.336000000000001,73001,ack
2.336000000000001,85001,send
2.336000000000001,85001,transmit
2.344000000000001,74001,ack
2.344000000000001,86001,send
2.344000000000001,86001,transmit
2.352000000000001,75001,ack
2.352000000000001,87001,send
2.352000000000001,87001,transmit
2.360000000000001,76001,ack
2.360000000000001,88001,send
2.360000000000001,88001,transmit
2.368000000000001,77001,ack
2.368000000000001,89001,send
2.368000000000001,90001,send
2.368000000000001,89001,transmit
2.3760000000000012,78001,ack
2.3760000000000012,91001,send
2.3760000000000012,90001,transmit
2.3840000000000012,79001,ack
2.3840000000000012,92001,send
2.3840000000000012,91001,transmit
2.3920000000000012,80001,ack
2.3920000000000012,93001,send
2.3920000000000012,92001,transmit
2.4000000000000012,81001,ack
2.4000000000000012,94001,send
2.4000000000000012,93001,transmit
2.4080000000000013,94001,transmit
2.5120000000000013,82001,ack
2.5120000000000013,95001,send
2.5120000000000013,95001,transmit
2.5200000000000014,83001,ack
2.5200000000000014,96001,send
2.5200000000000014,96001,transmit
2.5280000000000014,84001,ack
2.5280000000000014,97001,send
2.5280000000000014,97001,transmit
2.5360000000000014,85001,ack
2.5360000000000014,98001,send
2.5360000000000014,98001,transmit
2.5440000000000014,86001,ack
2.5440000000000014,99001,send
2.5440000000000014,99001,transmit
2.5520000000000014,87001,ack
2.5520000000000014,100001,send
2.5520000000000014,100001,transmit
2.5600000000000014,88001,ack
2.5600000000000014,101001,send
2.5600000000000014,101001,transmit
2.5680000000000014,89001,ack
2.5680000000000014,102001,send
2.5680000000000014,102001,transmit
2.5760000000000014,90001,ack
2.5760000000000014,103001,send
2.5760000000000014,103001,transmit
2.5840000000000014,91001,ack
2.5840000000000014,104001,send
2.5840000000000014,105001,send
2.5840000000000014,104001,transmit
2.5920000000000014,92001,ack
2.5920000000000014,106001,send
2.5920000000000014,105001,transmit
2.6000000000000014,93001,ack
2.6000000000000014,107001,send
2.6000000000000014,106001,transmit
2.6080000000000014,94001,ack
2.6080000000000014,108001,send
2.6080000000000014,107001,transmit
2.6160000000000014,95001,ack
2.6160000000000014,109001,send
2.6160000000000014,108001,transmit
2.6240000000000014,109001,transmit
2.7200000000000015,96001,ack
2.7200000000000015,110001,send
2.7200000000000015,110001,transmit
2.7280000000000015,97001,ack
2.7280000000000015,111001,send
2.7280000000000015,111001,transmit
2.7360000000000015,98001,ack
2.7360000000000015,112001,send
2.7360000000000015,112001,transmit
2.7440000000000015,99001,ack
2.7440000000000015,113001,send
2.7440000000000015,113001,transmit
2.7520000000000016,100001,ack
2.7520000000000016,114001,send
2.7520000000000016,114001,transmit
2.7600000000000016,101001,ack
2.7600000000000016,115001,send
2.7600000000000016,115001,transmit
2.7680000000000016,102001,ack
2.7680000000000016,116001,send
2.7680000000000016,116001,transmit
2.7760000000000016,103001,ack
2.7760000000000016,117001,send
2.7760000000000016,117001,transmit
2.7840000000000016,104001,ack
2.7840000000000016,118001,send
2.7840000000000016,118001,transmit
2.7920000000000016,105001,ack
2.7920000000000016,119001,send
2.7920000000000016,119001,transmit
2.8000000000000016,106001,ack
2.8000000000000016,120001,send
2.8000000000000016,121001,send
2.8000000000000016,120001,transmit
2.8080000000000016,107001,ack
2.8080000000000016,122001,send
2.8080000000000016,121001,transmit
2.8160000000000016,108001,ack
2.8160000000000016,123001,send
2.8160000000000016,122001,transmit
2.8240000000000016,109001,ack
2.8240000000000016,124001,send
2.8240000000000016,123001,transmit
2.8320000000000016,110001,ack
2.8320000000000016,125001,send
2.8320000000000016,124001,transmit
2.8400000000000016,125001,transmit
2.9280000000000017,111001,ack
2.9280000000000017,126001,send
2.9280000000000017,126001,transmit
2.9360000000000017,112001,ack
2.9360000000000017,127001,send
2.9360000000000017,127001,transmit
2.9440000000000017,113001,ack
2.9440000000000017,128001,send
2.9440000000000017,128001,transmit
2.9520000000000017,114001,ack
2.9520000000000017,129001,send
2.9520000000000017,129001,transmit
2.9600000000000017,115001,ack
2.9600000000000017,130001,send
2.9600000000000017,130001,transmit
2.9680000000000017,116001,ack
2.9680000000000017,131001,send
2.9680000000000017,131001,transmit
2.9760000000000018,117001,ack
2.9760000000000018,132001,send
2.9760000000000018,132001,transmit
2.9840000000000018,118001,ack
2.9840000000000018,133001,send
2.9840000000000018,133001,transmit
2.9920000000000018,119001,ack
2.9920000000000018,134001,send
2.9920000000000018,134001,transmit
3.0000000000000018,120001,ack
3.0000000000000018,135001,send
3.0000000000000018,135001,transmit
3.008000000000002,121001,ack
3.008000000000002,136001,send
3.008000000000002,136001,transmit
3.016000000000002,122001,ack
3.016000000000002,137001,send
3.016000000000002,138001,send
3.016000000000002,137001,transmit
3.024000000000002,123001,ack
3.024000000000002,139001,send
3.024000000000002,138001,transmit
3.032000000000002,124001,ack
3.032000000000002,140001,send
3.032000000000002,139001,transmit
3.040000000000002,125001,ack
3.040000000000002,141001,send
3.040000000000002,140001,transmit
3.048000000000002,126001,ack
3.048000000000002,142001,send
3.048000000000002,141001,transmit
3.056000000000002,142001,transmit
3.136000000000002,127001,ack
3.136000000000002,143001,send
3.136000000000002,143001,transmit
3.144000000000002,128001,ack
3.144000000000002,144001,send
3.144000000000002,144001,transmit
3.152000000000002,129001,ack
3.152000000000002,145001,send
3.152000000000002,145001,transmit
3.160000000000002,130001,ack
3.160000000000002,146001,send
3.160000000000002,146001,transmit
3.168000000000002,131001,ack
3.168000000000002,147001,send
3.168000000000002,147001,transmit
3.176000000000002,132001,ack
3.176000000000002,148001,send
3.176000000000002,148001,transmit
3.184000000000002,133001,ack
3.184000000000002,149001,send
3.184000000000002,149001,transmit
3.192000000000002,134001,ack
3.192000000000002,150001,send
3.192000000000002,150001,transmit
3.200000000000002,135001,ack
3.200000000000002,151001,send
3.200000000000002,151001,transmit
3.208000000000002,136001,ack
3.208000000000002,152001,send
3.208000000000002,152001,transmit
3.216000000000002,137001,ack
3.216000000000002,153001,send
3.216000000000002,153001,transmit
3.224000000000002,138001,ack
3.224000000000002,154001,send
3.224000000000002,154001,transmit
3.232000000000002,139001,ack
3.232000000000002,155001,send
3.232000000000002,156001,send
3.232000000000002,155001,transmit
3.240000000000002,140001,ack
3.240000000000002,157001,send
3.240000000000002,156001,transmit
3.248000000000002,141001,ack
3.248000000000002,158001,send
3.248000000000002,157001,transmit
3.256000000000002,142001,ack
3.256000000000002,159001,send
3.256000000000002,158001,transmit
3.264000000000002,143001,ack
3.264000000000002,160001,send
3.264000000000002,159001,transmit
3.272000000000002,160001,transmit
3.344000000000002,144001,ack
3.344000000000002,161001,send
3.344000000000002,161001,transmit
3.352000000000002,145001,ack
3.352000000000002,162001,send
3.352000000000002,162001,transmit
3.360000000000002,146001,ack
3.360000000000002,163001,send
3.360000000000002,163001,transmit
3.368000000000002,147001,ack
3.368000000000002,164001,send
3.368000000000002,164001,transmit
3.376000000000002,148001,ack
3.376000000000002,165001,send
3.376000000000002,165001,transmit
3.384000000000002,149001,ack
3.384000000000002,166001,send
3.384000000000002,166001,transmit
3.392000000000002,150001,ack
3.392000000000002,167001,send
3.392000000000002,167001,transmit
3.400000000000002,151001,ack
3.400000000000002,168001,send
3.400000000000002,168001,transmit
3.408000000000002,152001,ack
3.408000000000002,169001,send
3.408000000000002,169001,transmit
3.416000000000002,153001,ack
3.416000000000002,170001,send
3.416000000000002,170001,transmit
3.424000000000002,154001,ack
3.424000000000002,171001,send
3.424000000000002,171001,transmit
3.432000000000002,155001,ack
3.432000000000002,172001,send
3.432000000000002,172001,transmit
3.440000000000002,156001,ack
3.440000000000002,173001,send
3.440000000000002,173001,transmit
3.448000000000002,157001,ack
3.448000000000002,174001,send
3.448000000000002,175001,send
3.448000000000002,174001,transmit
3.456000000000002,158001,ack
3.456000000000002,176001,send
3.456000000000002,175001,transmit
3.464000000000002,159001,ack
3.464000000000002,177001,send
3.464000000000002,176001,transmit
3.472000000000002,160001,ack
3.472000000000002,178001,send
3.472000000000002,177001,transmit
3.480000000000002,161001,ack
3.480000000000002,179001,send
3.480000000000002,178001,transmit
3.488000000000002,179001,transmit
3.5520000000000023,162001,ack
3.5520000000000023,180001,send
3.5520000000000023,180001,transmit
3.5600000000000023,163001,ack
3.5600000000000023,181001,send
3.5600000000000023,181001,transmit
3.5680000000000023,164001,ack
3.5680000000000023,182001,send
3.5680000000000023,182001,transmit
3.5760000000000023,165001,ack
3.5760000000000023,183001,send
3.5760000000000023,183001,transmit
3.5840000000000023,166001,ack
3.5840000000000023,184001,send
3.5840000000000023,184001,transmit
3.5920000000000023,167001,ack
3.5920000000000023,185001,send
3.5920000000000023,185001,transmit
3.6000000000000023,168001,ack
3.6000000000000023,186001,send
3.6000000000000023,186001,transmit
3.6080000000000023,169001,ack
3.6080000000000023,187001,send
3.6080000000000023,187001,transmit
3.6160000000000023,170001,ack
3.6160000000000023,188001,send
3.6160000000000023,188001,transmit
3.6240000000000023,171001,ack
3.6240000000000023,189001,send
3.6240000000000023,189001,transmit
3.6320000000000023,172001,ack
3.6320000000000023,190001,send
3.6320000000000023,190001,transmit
3.6400000000000023,173001,ack
3.6400000000000023,191001,send
3.6400000000000023,191001,transmit
3.6480000000000024,174001,ack
3.6480000000000024,192001,send
3.6480000000000024,192001,transmit
3.6560000000000024,175001,ack
3.6560000000000024,193001,send
3.6560000000000024,194001,send
3.6560000000000024,193001,transmit
3.6640000000000024,176001,ack
3.6640000000000024,195001,send
3.6640000000000024,194001,transmit
3.6720000000000024,177001,ack
3.6720000000000024,196001,send
3.6720000000000024,195001,transmit
3.6800000000000024,178001,ack
3.6800000000000024,197001,send
3.6800000000000024,196001,transmit
3.6880000000000024,179001,ack
3.6880000000000024,198001,send
3.6880000000000024,197001,transmit
3.6960000000000024,180001,ack
3.6960000000000024,199001,send
3.6960000000000024,198001,transmit
3.7040000000000024,199001,transmit
3.7600000000000025,181001,ack
3.7600000000000025,200001,send
3.7600000000000025,200001,transmit
3.7680000000000025,182001,ack
3.7680000000000025,201001,send
3.7680000000000025,201001,transmit
3.7760000000000025,183001,ack
3.7760000000000025,202001,send
3.7760000000000025,202001,transmit
3.7840000000000025,184001,ack
3.7840000000000025,203001,send
3.7840000000000025,203001,transmit
3.7920000000000025,185001,ack
3.7920000000000025,204001,send
3.7920000000000025,204001,transmit
3.8000000000000025,186001,ack
3.8000000000000025,205001,send
3.8000000000000025,205001,transmit
3.8080000000000025,187001,ack
3.8080000000000025,206001,send
3.8080000000000025,206001,transmit
3.8160000000000025,188001,ack
3.8160000000000025,207001,send
3.8160000000000025,207001,transmit
3.8240000000000025,189001,ack
3.8240000000000025,208001,send
3.8240000000000025,208001,transmit
3.8320000000000025,190001,ack
3.8320000000000025,209001,send
3.8320000000000025,209001,transmit
3.8400000000000025,191001,ack
3.8400000000000025,210001,send
3.8400000000000025,210001,transmit
3.8480000000000025,192001,ack
3.8480000000000025,211001,send
3.8480000000000025,211001,transmit
3.8560000000000025,193001,ack
3.8560000000000025,212001,send
3.8560000000000025,212001,transmit
3.8640000000000025,194001,ack
3.8640000000000025,213001,send
3.8640000000000025,213001,transmit
3.8720000000000026,195001,ack
3.8720000000000026,214001,send
3.8720000000000026,215001,send
3.8720000000000026,214001,transmit
3.8800000000000026,196001,ack
3.8800000000000026,216001,send
3.8800000000000026,215001,transmit
3.8880000000000026,197001,ack
3.8880000000000026,217001,send
3.8880000000000026,216001,transmit
3.8960000000000026,198001,ack
3.8960000000000026,218001,send
3.8960000000000026,217001,transmit
3.9040000000000026,199001,ack
3.9040000000000026,219001,send
3.9040000000000026,218001,transmit
3.9120000000000026,200001,ack
3.9120000000000026,220001,send
3.9120000000000026,219001,transmit
3.9200000000000026,220001,transmit
3.9680000000000026,201001,ack
3.9680000000000026,221001,send
3.9680000000000026,221001,transmit
3.9760000000000026,202001,ack
3.9760000000000026,222001,send
3.9760000000000026,222001,transmit
3.9840000000000027,203001,ack
3.9840000000000027,223001,send
3.9840000000000027,223001,transmit
3.9920000000000027,204001,ack
3.9920000000000027,224001,send
3.9920000000000027,224001,transmit
4.000000000000003,205001,ack
4.000000000000003,225001,send
4.000000000000003,225001,transmit
4.008000000000003,206001,ack
4.008000000000003,226001,send
4.008000000000003,226001,transmit
4.016000000000003,207001,ack
4.016000000000003,227001,send
4.016000000000003,227001,transmit
4.024000000000003,208001,ack
4.024000000000003,228001,send
4.024000000000003,228001,transmit
4.032000000000003,209001,ack
4.032000000000003,229001,send
4.032000000000003,229001,transmit
4.040000000000003,210001,ack
4.040000000000003,230001,send
4.040000000000003,230001,transmit
4.048000000000003,211001,ack
4.048000000000003,231001,send
4.048000000000003,231001,transmit
4.056000000000003,212001,ack
4.056000000000003,232001,send
4.056000000000003,232001,transmit
4.064000000000003,213001,ack
4.064000000000003,233001,send
4.064000000000003,233001,transmit
4.072000000000003,214001,ack
4.072000000000003,234001,send
4.072000000000003,234001,transmit
4.080000000000003,215001,ack
4.080000000000003,235001,send
4.080000000000003,235001,transmit
4.088000000000003,216001,ack
4.088000000000003,236001,send
4.088000000000003,237001,send
4.088000000000003,236001,transmit
4.096000000000003,217001,ack
4.096000000000003,238001,send
4.096000000000003,237001,transmit
4.104000000000002,218001,ack
4.104000000000002,239001,send
4.104000000000003,238001,transmit
4.112000000000002,219001,ack
4.112000000000002,240001,send
4.112000000000003,239001,transmit
4.120000000000002,220001,ack
4.120000000000002,241001,send
4.120000000000003,240001,transmit
4.128000000000002,221001,ack
4.128000000000002,242001,send
4.128000000000003,241001,transmit
4.136000000000003,242001,transmit
4.176000000000002,222001,ack
4.176000000000002,243001,send
4.176000000000002,243001,transmit
4.184000000000002,223001,ack
4.184000000000002,244001,send
4.184000000000002,244001,transmit
4.192000000000002,224001,ack
4.192000000000002,245001,send
4.192000000000002,245001,transmit
4.200000000000002,225001,ack
4.200000000000002,246001,send
4.200000000000002,246001,transmit
4.208000000000002,226001,ack
4.208000000000002,247001,send
4.208000000000002,247001,transmit
4.216000000000002,227001,ack
4.216000000000002,248001,send
4.216000000000002,248001,transmit
4.224000000000002,228001,ack
4.224000000000002,249001,send
4.224000000000002,249001,transmit
4.232000000000002,229001,ack
4.232000000000002,250001,send
4.232000000000002,250001,transmit
4.240000000000002,230001,ack
4.240000000000002,251001,send
4.240000000000002,251001,transmit
4.248000000000002,231001,ack
4.248000000000002,252001,send
4.248000000000002,252001,transmit
4.256000000000002,232001,ack
4.256000000000002,253001,send
4.256000000000002,253001,transmit
4.264000000000002,233001,ack
4.264000000000002,254001,send
4.264000000000002,254001,transmit
4.272000000000002,234001,ack
4.272000000000002,255001,send
4.272000000000002,255001,transmit
4.280000000000002,235001,ack
4.280000000000002,256001,send
4.280000000000002,256001,transmit
4.288000000000002,236001,ack
4.288000000000002,257001,send
4.288000000000002,257001,transmit
4.296000000000002,237001,ack
4.296000000000002,258001,send
4.296000000000002,258001,transmit
4.304000000000002,238001,ack
4.304000000000002,259001,send
4.304000000000002,260001,send
4.304000000000002,259001,transmit
4.312000000000002,239001,ack
4.312000000000002,261001,send
4.312000000000002,260001,transmit
4.320000000000002,240001,ack
4.320000000000002,262001,send
4.320000000000002,261001,transmit
4.328000000000002,241001,ack
4.328000000000002,263001,send
4.328000000000002,262001,transmit
4.336000000000002,242001,ack
4.336000000000002,264001,send
4.336000000000002,263001,transmit
4.344000000000002,243001,ack
4.344000000000002,265001,send
4.344000000000002,264001,transmit
4.352000000000002,265001,transmit
4.384000000000001,244001,ack
4.384000000000001,266001,send
4.384000000000001,266001,transmit
4.392000000000001,245001,ack
4.392000000000001,267001,send
4.392000000000001,267001,transmit
4.400000000000001,246001,ack
4.400000000000001,268001,send
4.400000000000001,268001,transmit
4.408000000000001,247001,ack
4.408000000000001,269001,send
4.408000000000001,269001,transmit
4.416000000000001,248001,ack
4.416000000000001,270001,send
4.416000000000001,270001,transmit
4.424000000000001,249001,ack
4.424000000000001,271001,send
4.424000000000001,271001,transmit
4.432000000000001,250001,ack
4.432000000000001,272001,send
4.432000000000001,272001,transmit
4.440000000000001,251001,ack
4.440000000000001,273001,send
4.440000000000001,273001,transmit
4.448000000000001,252001,ack
4.448000000000001,274001,send
4.448000000000001,274001,transmit
4.456000000000001,253001,ack
4.456000000000001,275001,send
4.456000000000001,275001,transmit
4.464000000000001,254001,ack
4.464000000000001,276001,send
4.464000000000001,276001,transmit
4.472000000000001,255001,ack
4.472000000000001,277001,send
4.472000000000001,277001,transmit
4.480000000000001,256001,ack
4.480000000000001,278001,send
4.480000000000001,278001,transmit
4.488000000000001,257001,ack
4.488000000000001,279001,send
4.488000000000001,279001,transmit
4.496000000000001,258001,ack
4.496000000000001,280001,send
4.496000000000001,280001,transmit
4.504000000000001,259001,ack
4.504000000000001,281001,send
4.504000000000001,281001,transmit
4.512000000000001,260001,ack
4.512000000000001,282001,send
4.512000000000001,282001,transmit
4.520000000000001,261001,ack
4.520000000000001,283001,send
4.520000000000001,284001,send
4.520000000000001,283001,transmit
4.528000000000001,262001,ack
4.528000000000001,285001,send
4.528000000000001,284001,transmit
4.536000000000001,263001,ack
4.536000000000001,286001,send
4.536000000000001,285001,transmit
4.544000000000001,264001,ack
4.544000000000001,287001,send
4.544000000000001,286001,transmit
4.552000000000001,265001,ack
4.552000000000001,288001,send
4.552000000000001,287001,transmit
4.560000000000001,266001,ack
4.560000000000001,289001,send
4.560000000000001,288001,transmit
4.568000000000001,289001,transmit
4.5920000000000005,267001,ack
4.5920000000000005,290001,send
4.5920000000000005,290001,transmit
4.6000000000000005,268001,ack
4.6000000000000005,291001,send
4.6000000000000005,291001,transmit
4.6080000000000005,269001,ack
4.6080000000000005,292001,send
4.6080000000000005,292001,transmit
4.6160000000000005,270001,ack
4.6160000000000005,293001,send
4.6160000000000005,293001,transmit
4.6240000000000006,271001,ack
4.6240000000000006,294001,send
4.6240000000000006,294001,transmit
4.632000000000001,272001,ack
4.632000000000001,295001,send
4.632000000000001,295001,transmit
4.640000000000001,273001,ack
4.640000000000001,296001,send
4.640000000000001,296001,transmit
4.648000000000001,274001,ack
4.648000000000001,297001,send
4.648000000000001,297001,transmit
4.656000000000001,275001,ack
4.656000000000001,298001,send
4.656000000000001,298001,transmit
4.664000000000001,276001,ack
4.664000000000001,299001,send
4.664000000000001,299001,transmit
4.672000000000001,277001,ack
4.672000000000001,300001,send
4.672000000000001,300001,transmit
4.680000000000001,278001,ack
4.680000000000001,301001,send
4.680000000000001,301001,transmit
4.688000000000001,279001,ack
4.688000000000001,302001,send
4.688000000000001,302001,transmit
4.696000000000001,280001,ack
4.696000000000001,303001,send
4.696000000000001,303001,transmit
4.704000000000001,281001,ack
4.704000000000001,304001,send
4.704000000000001,304001,transmit
4.712000000000001,282001,ack
4.712000000000001,305001,send
4.712000000000001,305001,transmit
4.720000000000001,283001,ack
4.720000000000001,306001,send
4.720000000000001,306001,transmit
4.728000000000001,284001,ack
4.728000000000001,307001,send
4.728000000000001,307001,transmit
4.736000000000001,285001,ack
4.736000000000001,308001,send
4.736000000000001,309001,send
4.736000000000001,308001,transmit
4.744000000000001,286001,ack
4.744000000000001,310001,send
4.744000000000001,309001,transmit
4.752000000000001,287001,ack
4.752000000000001,311001,send
4.752000000000001,310001,transmit
4.760000000000001,288001,ack
4.760000000000001,312001,send
4.760000000000001,311001,transmit
4.768000000000001,289001,ack
4.768000000000001,313001,send
4.768000000000001,312001,transmit
4.776000000000001,290001,ack
4.776000000000001,314001,send
4.776000000000001,313001,transmit
4.784000000000001,314001,transmit
4.8,291001,ack
4.8,315001,send
4.8,315001,transmit
4.808,292001,ack
4.808,316001,send
4.808,316001,transmit
4.816,293001,ack
4.816,317001,send
4.816,317001,transmit
4.824,294001,ack
4.824,318001,send
4.824,318001,transmit
4.832,295001,ack
4.832,319001,send
4.832,319001,transmit
4.84,296001,ack
4.84,320001,send
4.84,320001,transmit
4.848,297001,ack
4.848,321001,send
4.848,321001,transmit
4.856,298001,ack
4.856,322001,send
4.856,322001,transmit
4.864,299001,ack
4.864,323001,send
4.864,323001,transmit
4.872,300001,ack
4.872,324001,send
4.872,324001,transmit
4.88,301001,ack
4.88,325001,send
4.88,325001,transmit
4.888,302001,ack
4.888,326001,send
4.888,326001,transmit
4.896,303001,ack
4.896,327001,send
4.896,327001,transmit
4.904,304001,ack
4.904,328001,send
4.904,328001,transmit
4.912,305001,ack
4.912,329001,send
4.912,329001,transmit
4.92,306001,ack
4.92,330001,send
4.92,330001,transmit
4.928,307001,ack
4.928,331001,send
4.928,331001,transmit
4.936,308001,ack
4.936,332001,send
4.936,332001,transmit
4.944,309001,ack
4.944,333001,send
4.944,333001,transmit
4.952,310001,ack
4.952,334001,send
4.952,335001,send
4.952,334001,transmit
4.96,311001,ack
4.96,336001,send
4.96,335001,transmit
4.968,312001,ack
4.968,337001,send
4.968,336001,transmit
4.976,313001,ack
4.976,338001,send
4.976,337001,transmit
4.984,314001,ack
4.984,339001,send
4.984,338001,transmit
4.992,315001,ack
4.992,340001,send
4.992,339001,transmit
5.0,340001,transmit
5.007999999999999,316001,ack
5.007999999999999,341001,send
5.008,341001,transmit
5.015999999999999,317001,ack
5.015999999999999,342001,send
5.016,342001,transmit
5.023999999999999,318001,ack
