Time,Sequence Number,Event
5.023999999999999,343001,send
5.024,343001,transmit
5.031999999999999,319001,ack
5.031999999999999,344001,send
5.032,344001,transmit
5.039999999999999,320001,ack
5.039999999999999,345001,send
5.04,345001,transmit
5.047999999999999,321001,ack
5.047999999999999,346001,send
5.048,346001,transmit
5.055999999999999,322001,ack
5.055999999999999,347001,send
5.056,347001,transmit
5.063999999999999,323001,ack
5.063999999999999,348001,send
5.064,348001,transmit
5.071999999999999,324001,ack
5.071999999999999,349001,send
5.072,349001,transmit
5.079999999999999,325001,ack
5.079999999999999,350001,send
5.08,350001,transmit
5.087999999999999,326001,ack
5.087999999999999,351001,send
5.088,351001,transmit
5.095999999999999,327001,ack
5.095999999999999,352001,send
5.096,352001,transmit
5.103999999999999,328001,ack
5.103999999999999,353001,send
5.104,353001,transmit
5.111999999999999,329001,ack
5.111999999999999,354001,send
5.112,354001,transmit
5.119999999999999,330001,ack
5.119999999999999,355001,send
5.12,355001,transmit
5.127999999999999,331001,ack
5.127999999999999,356001,send
5.128,356001,transmit
5.135999999999999,332001,ack
5.135999999999999,357001,send
5.136,357001,transmit
5.143999999999999,333001,ack
5.143999999999999,358001,send
5.144,358001,transmit
5.151999999999999,334001,ack
5.151999999999999,359001,send
5.152,359001,transmit
5.159999999999999,335001,ack
5.159999999999999,360001,send
5.16,360001,transmit
5.167999999999999,336001,ack
5.167999999999999,361001,send
5.167999999999999,362001,send
5.168,361001,transmit
5.175999999999999,337001,ack
5.175999999999999,363001,send
5.176,362001,transmit
5.183999999999999,338001,ack
5.183999999999999,364001,send
5.184,363001,transmit
5.191999999999999,339001,ack
5.191999999999999,365001,send
5.192,364001,transmit
5.199999999999999,340001,ack
5.199999999999999,366001,send
5.2,365001,transmit
5.207999999999999,341001,ack
5.207999999999999,367001,send
5.208,366001,transmit
5.215999999999999,342001,ack
5.215999999999999,368001,send
5.216,367001,transmit
5.223999999999999,343001,ack
5.223999999999999,369001,send
5.224,368001,transmit
5.231999999999999,344001,ack
5.231999999999999,370001,send
5.232,369001,transmit
5.239999999999999,345001,ack
5.239999999999999,371001,send
5.24,370001,transmit
5.247999999999999,346001,ack
5.247999999999999,372001,send
5.248,371001,transmit
5.255999999999999,347001,ack
5.255999999999999,373001,send
5.256,372001,transmit
5.263999999999999,348001,ack
5.263999999999999,374001,send
5.264,373001,transmit
5.271999999999999,349001,ack
5.271999999999999,375001,send
5.272,374001,transmit
5.279999999999999,350001,ack
5.279999999999999,376001,send
5.28,375001,transmit
5.287999999999999,351001,ack
5.287999999999999,377001,send
5.288,376001,transmit
5.295999999999999,352001,ack
5.295999999999999,378001,send
5.296,377001,transmit
5.303999999999999,353001,ack
5.303999999999999,379001,send
5.304,378001,transmit
5.311999999999999,354001,ack
5.311999999999999,380001,send
5.312,379001,transmit
5.319999999999999,355001,ack
5.319999999999999,381001,send
5.32,380001,transmit
5.327999999999999,356001,ack
5.327999999999999,382001,send
5.328,381001,transmit
5.335999999999999,357001,ack
5.335999999999999,383001,send
5.336,382001,transmit
5.343999999999999,358001,ack
5.343999999999999,384001,send
5.344,383001,transmit
5.351999999999999,359001,ack
5.351999999999999,385001,send
5.352,384001,transmit
5.359999999999999,360001,ack
5.359999999999999,386001,send
5.36,385001,transmit
5.367999999999999,361001,ack
5.367999999999999,387001,send
5.368,386001,transmit
5.3759999999999994,362001,ack
5.3759999999999994,388001,send
5.376,387001,transmit
5.3839999999999995,363001,ack
5.3839999999999995,389001,send
5.3839999999999995,390001,send
5.384,388001,transmit
5.3919999999999995,364001,ack
5.3919999999999995,391001,send
5.392,389001,transmit
5.3999999999999995,365001,ack
5.3999999999999995,392001,send
5.4,390001,transmit
5.4079999999999995,366001,ack
5.4079999999999995,393001,send
5.408,391001,transmit
5.4159999999999995,367001,ack
5.4159999999999995,394001,send
5.416,392001,transmit
5.4239999999999995,368001,ack
5.4239999999999995,395001,send
5.424,393001,transmit
5.4319999999999995,369001,ack
5.4319999999999995,396001,send
5.432,394001,transmit
5.4399999999999995,370001,ack
5.4399999999999995,397001,send
5.44,395001,transmit
5.4479999999999995,371001,ack
5.4479999999999995,398001,send
5.448,396001,transmit
5.4559999999999995,372001,ack
5.4559999999999995,399001,send
5.456,397001,transmit
5.4639999999999995,373001,ack
5.4639999999999995,400001,send
5.464,398001,transmit
5.4719999999999995,374001,ack
5.4719999999999995,401001,send
5.472,399001,transmit
5.4799999999999995,375001,ack
5.4799999999999995,402001,send
5.48,400001,transmit
5.4879999999999995,376001,ack
5.4879999999999995,403001,send
5.488,401001,transmit
5.4959999999999996,377001,ack
5.4959999999999996,404001,send
5.496,402001,transmit
5.504,378001,ack
5.504,405001,send
5.5040000000000004,403001,transmit
5.512,379001,ack
5.512,406001,send
5.5120000000000005,404001,transmit
5.52,380001,ack
5.52,407001,send
5.5200000000000005,405001,transmit
5.528,381001,ack
5.528,408001,send
5.5280000000000005,406001,transmit
5.536,382001,ack
5.536,409001,send
5.5360000000000005,407001,transmit
5.544,383001,ack
5.544,410001,send
5.5440000000000005,408001,transmit
5.552,384001,ack
5.552,411001,send
5.5520000000000005,409001,transmit
5.56,385001,ack
5.56,412001,send
5.5600000000000005,410001,transmit
5.568,386001,ack
5.568,413001,send
5.5680000000000005,411001,transmit
5.576,387001,ack
5.576,414001,send
5.5760000000000005,412001,transmit
5.584,388001,ack
5.584,415001,send
5.5840000000000005,413001,transmit
5.592,389001,ack
5.592,416001,send
5.5920000000000005,414001,transmit
5.6,390001,ack
5.6,417001,send
5.6000000000000005,415001,transmit
5.608,391001,ack
5.608,418001,send
5.608,419001,send
5.6080000000000005,416001,transmit
5.616,392001,ack
5.616,420001,send
5.6160000000000005,417001,transmit
5.624,393001,ack
5.624,421001,send
5.6240000000000006,418001,transmit
5.632,394001,ack
5.632,422001,send
5.632000000000001,419001,transmit
5.64,395001,ack
5.64,423001,send
5.640000000000001,420001,transmit
5.648,396001,ack
5.648,424001,send
5.648000000000001,421001,transmit
5.656,397001,ack
5.656,425001,send
5.656000000000001,422001,transmit
5.664,398001,ack
5.664,426001,send
5.664000000000001,423001,transmit
5.672,399001,ack
5.672,427001,send
5.672000000000001,424001,transmit
5.68,400001,ack
5.68,428001,send
5.680000000000001,425001,transmit
5.688,401001,ack
5.688,429001,send
5.688000000000001,426001,transmit
5.696,402001,ack
5.696,430001,send
5.696000000000001,427001,transmit
5.704,403001,ack
5.704,431001,send
5.704000000000001,428001,transmit
5.712,404001,ack
5.712,432001,send
5.712000000000001,429001,transmit
5.72,405001,ack
5.72,433001,send
5.720000000000001,430001,transmit
5.728,406001,ack
5.728,434001,send
5.728000000000001,431001,transmit
5.736,407001,ack
5.736,435001,send
5.736000000000001,432001,transmit
5.744,408001,ack
5.744,436001,send
5.744000000000001,433001,transmit
5.752,409001,ack
5.752,437001,send
5.752000000000001,434001,transmit
5.76,410001,ack
5.76,438001,send
5.760000000000001,435001,transmit
5.768,411001,ack
5.768,439001,send
5.768000000000001,436001,transmit
5.776,412001,ack
5.776,440001,send
5.776000000000001,437001,transmit
5.784,413001,ack
5.784,441001,send
5.784000000000001,438001,transmit
5.792,414001,ack
5.792,442001,send
5.792000000000001,439001,transmit
5.8,415001,ack
5.8,443001,send
5.800000000000001,440001,transmit
5.808,416001,ack
5.808,444001,send
5.808000000000001,441001,transmit
5.816,417001,ack
5.816,445001,send
5.816000000000001,442001,transmit
5.824,418001,ack
5.824,446001,send
5.824000000000001,443001,transmit
5.832,419001,ack
5.832,447001,send
5.832000000000001,444001,transmit
5.84,420001,ack
5.84,448001,send
5.84,449001,send
5.840000000000001,445001,transmit
5.848,421001,ack
5.848,450001,send
5.848000000000001,446001,transmit
5.856,422001,ack
5.856,451001,send
5.856000000000001,447001,transmit
5.864,423001,ack
5.864,452001,send
5.864000000000001,448001,transmit
5.872,424001,ack
5.872,453001,send
5.872000000000001,449001,transmit
5.88,425001,ack
5.88,454001,send
5.880000000000001,450001,transmit
5.888,426001,ack
5.888,455001,send
5.888000000000001,451001,transmit
5.896,427001,ack
5.896,456001,send
5.896000000000001,452001,transmit
5.904,428001,ack
5.904,457001,send
5.904000000000001,453001,transmit
5.912,429001,ack
5.912,458001,send
5.912000000000001,454001,transmit
5.92,430001,ack
5.92,459001,send
5.920000000000001,455001,transmit
5.928,431001,ack
5.928,460001,send
5.928000000000001,456001,transmit
5.936,432001,ack
5.936,461001,send
5.936000000000001,457001,transmit
5.944,433001,ack
5.944,462001,send
5.944000000000001,458001,transmit
5.952,434001,ack
5.952,463001,send
5.952000000000001,459001,transmit
5.96,435001,ack
5.96,464001,send
5.960000000000001,460001,transmit
5.968,436001,ack
5.968,465001,send
5.968000000000001,461001,transmit
5.976,437001,ack
5.976,466001,send
5.976000000000001,462001,transmit
5.984,438001,ack
5.984,467001,send
5.984000000000001,463001,transmit
5.992,439001,ack
5.992,468001,send
5.992000000000001,464001,transmit
6.0,440001,ack
6.0,469001,send
6.000000000000001,465001,transmit
6.008,441001,ack
6.008,470001,send
6.008000000000001,466001,transmit
6.016,442001,ack
6.016,471001,send
6.016000000000001,467001,transmit
6.024,443001,ack
6.024,472001,send
6.024000000000001,468001,transmit
6.032,444001,ack
6.032,473001,send
6.032000000000001,469001,transmit
6.04,445001,ack
6.04,474001,send
6.040000000000001,470001,transmit
6.048,446001,ack
6.048,475001,send
6.048000000000001,471001,transmit
6.056,447001,ack
6.056,476001,send
6.056000000000001,472001,transmit
6.064,448001,ack
6.064,477001,send
6.064000000000001,473001,transmit
6.072,449001,ack
6.072,478001,send
6.072000000000001,474001,transmit
6.08,450001,ack
6.08,479001,send
6.08,480001,send
6.080000000000001,475001,transmit
6.088,451001,ack
6.088,481001,send
6.088000000000001,476001,transmit
6.096,452001,ack
6.096,482001,send
6.096000000000001,477001,transmit
6.104,453001,ack
6.104,483001,send
6.104000000000001,478001,transmit
6.112,454001,ack
6.112,484001,send
6.112000000000001,479001,transmit
6.12,455001,ack
6.12,485001,send
6.120000000000001,480001,transmit
6.128,456001,ack
6.128,486001,send
6.128000000000001,481001,transmit
6.136,457001,ack
6.136,487001,send
6.136000000000001,482001,transmit
6.144,458001,ack
6.144,488001,send
6.144000000000001,483001,transmit
6.152,459001,ack
6.152,489001,send
6.152000000000001,484001,transmit
6.16,460001,ack
6.16,490001,send
6.160000000000001,485001,transmit
6.168,461001,ack
6.168,491001,send
6.168000000000001,486001,transmit
6.176,462001,ack
6.176,492001,send
6.176000000000001,487001,transmit
6.184,463001,ack
6.184,493001,send
6.184000000000001,488001,transmit
6.192,464001,ack
6.192,494001,send
6.192000000000001,489001,transmit
6.2,465001,ack
6.2,495001,send
6.200000000000001,490001,transmit
6.208,466001,ack
6.208,496001,send
6.208000000000001,491001,transmit
6.216,467001,ack
6.216,497001,send
6.216000000000001,492001,transmit
6.224,468001,ack
6.224,498001,send
6.224000000000001,493001,transmit
6.232,469001,ack
6.232,499001,send
6.232000000000001,494001,transmit
6.24,470001,ack
6.24,500001,send
6.240000000000001,495001,transmit
6.248,471001,ack
6.248,501001,send
6.248000000000001,496001,transmit
6.256,472001,ack
6.256,502001,send
6.256000000000001,497001,transmit
6.264,473001,ack
6.264,503001,send
6.264000000000001,498001,transmit
6.272,474001,ack
6.272,504001,send
6.272000000000001,499001,transmit
6.28,475001,ack
6.28,505001,send
6.280000000000001,500001,transmit
6.288,476001,ack
6.288,506001,send
6.288000000000001,501001,transmit
6.296,477001,ack
6.296,507001,send
6.296000000000001,502001,transmit
6.304,478001,ack
6.304,508001,send
6.304000000000001,503001,transmit
6.312,479001,ack
6.312,509001,send
6.312000000000001,504001,transmit
6.32,480001,ack
6.32,510001,send
6.320000000000001,505001,transmit
6.328,481001,ack
6.328,511001,send
6.328,512001,send
6.328000000000001,506001,transmit
6.336,482001,ack
6.336,513001,send
6.336000000000001,507001,transmit
6.344,483001,ack
6.344,514001,send
6.344000000000001,508001,transmit
6.352,484001,ack
6.352000000000001,509001,transmit
6.36,485001,ack
6.360000000000001,510001,transmit
6.368,486001,ack
6.368000000000001,511001,transmit
6.376,487001,ack
6.376000000000001,512001,transmit
6.384,488001,ack
6.384000000000001,513001,transmit
6.392,489001,ack
6.392000000000001,514001,transmit
6.4,490001,ack
6.408,491001,ack
6.416,492001,ack
6.424,493001,ack
6.432,494001,ack
6.44,495001,ack
6.448,496001,ack
6.456,497001,ack
6.464,498001,ack
6.472,499001,ack
6.48,500001,ack
6.488,501001,ack
6.496,502001,ack
6.5040000000000004,503001,ack
6.5120000000000005,504001,ack
6.5200000000000005,505001,ack
6.5280000000000005,506001,ack
6.5360000000000005,507001,ack
6.5440000000000005,508001,ack
6.5520000000000005,509001,ack
6.5600000000000005,510001,ack
6.5680000000000005,511001,ack
6.5760000000000005,512001,ack
6.5840000000000005,513001,ack
6.5920000000000005,514001,ack
6.596160000000001,514521,ack
