Time,Congestion Window
3.6480000000000024,19000.0
3.6560000000000024,20000.0
3.6640000000000024,20000.0
3.6720000000000024,20000.0
3.6800000000000024,20000.0
3.6880000000000024,20000.0
3.6960000000000024,20000.0
3.7600000000000025,20000.0
3.7680000000000025,20000.0
3.7760000000000025,20000.0
3.7840000000000025,20000.0
3.7920000000000025,20000.0
3.8000000000000025,20000.0
3.8080000000000025,20000.0
3.8160000000000025,20000.0
3.8240000000000025,20000.0
3.8320000000000025,20000.0
3.8400000000000025,20000.0
3.8480000000000025,20000.0
3.8560000000000025,20000.0
3.8640000000000025,20000.0
3.8720000000000026,21000.0
3.8800000000000026,21000.0
3.8880000000000026,21000.0
3.8960000000000026,21000.0
3.9040000000000026,21000.0
3.9120000000000026,21000.0
3.9680000000000026,21000.0
3.9760000000000026,21000.0
3.9840000000000027,21000.0
3.9920000000000027,21000.0
4.000000000000003,21000.0
4.008000000000003,21000.0
4.016000000000003,21000.0
4.024000000000003,21000.0
4.032000000000003,21000.0
4.040000000000003,21000.0
4.048000000000003,21000.0
4.056000000000003,21000.0
4.064000000000003,21000.0
4.072000000000003,21000.0
4.080000000000003,21000.0
4.088000000000003,22000.0
4.096000000000003,22000.0
4.104000000000002,22000.0
4.112000000000002,22000.0
4.120000000000002,22000.0
4.128000000000002,22000.0
4.176000000000002,22000.0
4.184000000000002,22000.0
4.192000000000002,22000.0
4.200000000000002,22000.0
4.208000000000002,22000.0
4.216000000000002,22000.0
4.224000000000002,22000.0
4.232000000000002,22000.0
4.240000000000002,22000.0
4.248000000000002,22000.0
4.256000000000002,22000.0
4.264000000000002,22000.0
4.272000000000002,22000.0
4.280000000000002,22000.0
4.288000000000002,22000.0
4.296000000000002,22000.0
4.304000000000002,23000.0
4.312000000000002,23000.0
4.320000000000002,23000.0
4.328000000000002,23000.0
4.336000000000002,23000.0
4.344000000000002,23000.0
4.384000000000001,23000.0
4.392000000000001,23000.0
4.400000000000001,23000.0
4.408000000000001,23000.0
4.416000000000001,23000.0
4.424000000000001,23000.0
4.432000000000001,23000.0
4.440000000000001,23000.0
4.448000000000001,23000.0
4.456000000000001,23000.0
4.464000000000001,23000.0
4.472000000000001,23000.0
4.480000000000001,23000.0
4.488000000000001,23000.0
4.496000000000001,23000.0
4.504000000000001,23000.0
4.512000000000001,23000.0
4.520000000000001,24000.0
4.528000000000001,24000.0
4.536000000000001,24000.0
4.544000000000001,24000.0
4.552000000000001,24000.0
4.560000000000001,24000.0
4.5920000000000005,24000.0
4.6000000000000005,24000.0
4.6080000000000005,24000.0
4.6160000000000005,24000.0
4.6240000000000006,24000.0
4.632000000000001,24000.0
4.640000000000001,24000.0
4.648000000000001,24000.0
4.656000000000001,24000.0
4.664000000000001,24000.0
4.672000000000001,24000.0
4.680000000000001,24000.0
4.688000000000001,24000.0
4.696000000000001,24000.0
4.704000000000001,24000.0
4.712000000000001,24000.0
4.720000000000001,24000.0
4.728000000000001,24000.0
4.736000000000001,25000.0
4.744000000000001,25000.0
4.752000000000001,25000.0
4.760000000000001,25000.0
4.768000000000001,25000.0
4.776000000000001,25000.0
4.8,25000.0
4.808,25000.0
4.816,25000.0
4.824,25000.0
4.832,25000.0
4.84,25000.0
4.848,25000.0
4.856,25000.0
4.864,25000.0
4.872,25000.0
4.88,25000.0
4.888,25000.0
4.896,25000.0
4.904,25000.0
4.912,25000.0
4.92,25000.0
4.928,25000.0
4.936,25000.0
4.944,25000.0
4.952,26000.0
4.96,26000.0
4.968,26000.0
4.976,26000.0
4.984,26000.0
4.992,26000.0
5.007999999999999,26000.0
5.015999999999999,26000.0
5.023999999999999,26000.0
5.031999999999999,26000.0
5.039999999999999,26000.0
5.047999999999999,26000.0
5.055999999999999,26000.0
5.063999999999999,26000.0
5.071999999999999,26000.0
5.079999999999999,26000.0
5.087999999999999,26000.0
5.095999999999999,26000.0
5.103999999999999,26000.0
5.111999999999999,26000.0
5.119999999999999,26000.0
5.127999999999999,26000.0
5.135999999999999,26000.0
5.143999999999999,26000.0
5.151999999999999,26000.0
5.159999999999999,26000.0
5.167999999999999,27000.0
5.175999999999999,27000.0
5.183999999999999,27000.0
5.191999999999999,27000.0
5.199999999999999,27000.0
5.207999999999999,27000.0
5.215999999999999,27000.0
5.223999999999999,27000.0
5.231999999999999,27000.0
5.239999999999999,27000.0
5.247999999999999,27000.0
5.255999999999999,27000.0
5.263999999999999,27000.0
5.271999999999999,27000.0
5.279999999999999,27000.0
5.287999999999999,27000.0
5.295999999999999,27000.0
5.303999999999999,27000.0
5.311999999999999,27000.0
5.319999999999999,27000.0
5.327999999999999,27000.0
5.335999999999999,27000.0
5.343999999999999,27000.0
5.351999999999999,27000.0
5.359999999999999,27000.0
5.367999999999999,27000.0
5.3759999999999994,27000.0
5.3839999999999995,28000.0
5.3919999999999995,28000.0
5.3999999999999995,28000.0
5.4079999999999995,28000.0
5.4159999999999995,28000.0
5.4239999999999995,28000.0
5.4319999999999995,28000.0
5.4399999999999995,28000.0
5.4479999999999995,28000.0
5.4559999999999995,28000.0
5.4639999999999995,28000.0
5.4719999999999995,28000.0
5.4799999999999995,28000.0
5.4879999999999995,28000.0
5.4959999999999996,28000.0
5.504,28000.0
5.512,28000.0
5.52,28000.0
5.528,28000.0
5.536,28000.0
5.544,28000.0
5.552,28000.0
5.56,28000.0
5.568,28000.0
5.576,28000.0
5.584,28000.0
5.592,28000.0
5.6,28000.0
5.608,29000.0
5.616,29000.0
5.624,29000.0
5.632,29000.0
5.64,29000.0
5.648,29000.0
5.656,29000.0
5.664,29000.0
5.672,29000.0
5.68,29000.0
5.688,29000.0
5.696,29000.0
5.704,29000.0
5.712,29000.0
5.72,29000.0
5.728,29000.0
5.736,29000.0
5.744,29000.0
5.752,29000.0
5.76,29000.0
5.768,29000.0
5.776,29000.0
5.784,29000.0
5.792,29000.0
5.8,29000.0
5.808,29000.0
5.816,29000.0
5.824,29000.0
5.832,29000.0
5.84,30000.0
5.848,30000.0
5.856,30000.0
5.864,30000.0
5.872,30000.0
5.88,30000.0
5.888,30000.0
5.896,30000.0
5.904,30000.0
5.912,30000.0
5.92,30000.0
5.928,30000.0
5.936,30000.0
5.944,30000.0
5.952,30000.0
5.96,30000.0
5.968,30000.0
5.976,30000.0
5.984,30000.0
5.992,30000.0
6.0,30000.0
6.008,30000.0
6.016,30000.0
6.024,30000.0
6.032,30000.0
6.04,30000.0
6.048,30000.0
6.056,30000.0
6.064,30000.0
6.072,30000.0
6.08,31000.0
6.088,31000.0
6.096,31000.0
6.104,31000.0
6.112,31000.0
6.12,31000.0
6.128,31000.0
6.136,31000.0
6.144,31000.0
6.152,31000.0
6.16,31000.0
6.168,31000.0
6.176,31000.0
6.184,31000.0
6.192,31000.0
6.2,31000.0
6.208,31000.0
6.216,31000.0
6.224,31000.0
6.232,31000.0
6.24,31000.0
6.248,31000.0
6.256,31000.0
6.264,31000.0
6.272,31000.0
6.28,31000.0
6.288,31000.0
6.296,31000.0
6.304,31000.0
6.312,31000.0
6.32,31000.0
6.328,32000.0
6.336,32000.0
6.344,32000.0
6.352,32000.0
6.36,32000.0
6.368,32000.0
6.376,32000.0
6.384,32000.0
6.392,32000.0
6.4,32000.0
6.408,32000.0
6.416,32000.0
6.424,32000.0
6.432,32000.0
6.44,32000.0
6.448,32000.0
6.456,32000.0
6.464,32000.0
6.472,32000.0
6.48,32000.0
6.488,32000.0
6.496,32000.0
6.5040000000000004,32000.0
6.5120000000000005,32000.0
6.5200000000000005,32000.0
6.5280000000000005,32000.0
6.5360000000000005,32000.0
6.5440000000000005,32000.0
6.5520000000000005,32000.0
6.5600000000000005,32000.0
6.5680000000000005,32000.0
6.5760000000000005,32000.0
6.5840000000000005,33000.0
6.5920000000000005,33000.0
