Time,Congestion Window
0,1000
0.20800000000000002,2000
0.41600000000000004,3000
0.42400000000000004,4000
0.624,5000
0.632,6000
0.64,7000
0.648,8000
0.832,9000
0.84,10000
0.848,11000
0.856,12000
0.864,13000
0.872,14000
0.88,15000
1.056,8000.0
1.2640000000000002,9000.0
1.4720000000000004,9000.0
1.4880000000000004,9000.0
1.4960000000000004,9000.0
1.5040000000000004,10000.0
1.5120000000000005,10000.0
1.5200000000000005,10000.0
1.5280000000000005,10000.0
1.5360000000000005,10000.0
1.6800000000000006,10000.0
1.6880000000000006,10000.0
1.6960000000000006,10000.0
1.7040000000000006,10000.0
1.7120000000000006,10000.0
1.7200000000000006,11000.0
1.7280000000000006,11000.0
1.7360000000000007,11000.0
1.7440000000000007,11000.0
1.7520000000000007,11000.0
1.8880000000000008,11000.0
1.8960000000000008,11000.0
1.9040000000000008,11000.0
1.9120000000000008,11000.0
1.9200000000000008,11000.0
1.9280000000000008,11000.0
1.9360000000000008,12000.0
1.9440000000000008,12000.0
1.9520000000000008,12000.0
1.9600000000000009,12000.0
1.9680000000000009,12000.0
2.096000000000001,12000.0
2.104000000000001,12000.0
2.112000000000001,12000.0
2.120000000000001,12000.0
2.128000000000001,12000.0
2.136000000000001,12000.0
2.144000000000001,12000.0
2.152000000000001,13000.0
2.160000000000001,13000.0
2.168000000000001,13000.0
2.176000000000001,13000.0
2.184000000000001,13000.0
2.304000000000001,13000.0
2.312000000000001,13000.0
2.320000000000001,13000.0
2.328000000000001,13000.0
2.336000000000001,13000.0
2.344000000000001,13000.0
2.352000000000001,13000.0
2.360000000000001,13000.0
2.368000000000001,14000.0
2.3760000000000012,14000.0
2.3840000000000012,14000.0
2.3920000000000012,14000.0
2.4000000000000012,14000.0
2.5120000000000013,14000.0
2.5200000000000014,14000.0
2.5280000000000014,14000.0
2.5360000000000014,14000.0
2.5440000000000014,14000.0
2.5520000000000014,14000.0
2.5600000000000014,14000.0
2.5680000000000014,14000.0
2.5760000000000014,14000.0
2.5840000000000014,15000.0
2.5920000000000014,15000.0
2.6000000000000014,15000.0
2.6080000000000014,15000.0
2.6160000000000014,15000.0
2.7200000000000015,15000.0
2.7280000000000015,15000.0
2.7360000000000015,15000.0
2.7440000000000015,15000.0
2.7520000000000016,15000.0
2.7600000000000016,15000.0
2.7680000000000016,15000.0
2.7760000000000016,15000.0
2.7840000000000016,15000.0
2.7920000000000016,15000.0
2.8000000000000016,16000.0
2.8080000000000016,16000.0
2.8160000000000016,16000.0
2.8240000000000016,16000.0
2.8320000000000016,16000.0
2.9280000000000017,16000.0
2.9360000000000017,16000.0
2.9440000000000017,16000.0
2.9520000000000017,16000.0
2.9600000000000017,16000.0
2.9680000000000017,16000.0
2.9760000000000018,16000.0
2.9840000000000018,16000.0
2.9920000000000018,16000.0
3.0000000000000018,16000.0
3.008000000000002,16000.0
3.016000000000002,17000.0
3.024000000000002,17000.0
3.032000000000002,17000.0
3.040000000000002,17000.0
3.048000000000002,17000.0
3.136000000000002,17000.0
3.144000000000002,17000.0
3.152000000000002,17000.0
3.160000000000002,17000.0
3.168000000000002,17000.0
3.176000000000002,17000.0
3.184000000000002,17000.0
3.192000000000002,17000.0
3.200000000000002,17000.0
3.208000000000002,17000.0
3.216000000000002,17000.0
3.224000000000002,17000.0
3.232000000000002,18000.0
3.240000000000002,18000.0
3.248000000000002,18000.0
3.256000000000002,18000.0
3.264000000000002,18000.0
3.344000000000002,18000.0
3.352000000000002,18000.0
3.360000000000002,18000.0
3.368000000000002,18000.0
3.376000000000002,18000.0
3.384000000000002,18000.0
3.392000000000002,18000.0
3.400000000000002,18000.0
3.408000000000002,18000.0
3.416000000000002,18000.0
3.424000000000002,18000.0
3.432000000000002,18000.0
3.440000000000002,18000.0
3.448000000000002,19000.0
3.456000000000002,19000.0
3.464000000000002,19000.0
3.472000000000002,19000.0
3.480000000000002,19000.0
3.5520000000000023,19000.0
3.5600000000000023,19000.0
3.5680000000000023,19000.0
3.5760000000000023,19000.0
3.5840000000000023,19000.0
3.5920000000000023,19000.0
3.6000000000000023,19000.0
3.6080000000000023,19000.0
3.6160000000000023,19000.0
3.6240000000000023,19000.0
3.6320000000000023,19000.0
3.6400000000000023,19000.0
