Time,Queue Size,Event
0,1,size
0,2,size
0.008,1,size
0.010000000000000002,2,size
0.016,1,size
0.018000000000000002,2,size
0.018000000000000002,3,size
0.024,2,size
0.026000000000000002,3,size
0.032,2,size
0.04,1,size
0.042,2,size
0.048,1,size
0.056,0,size
4.0760000000000005,1,size
4.0840000000000005,0,size
